rounds	baseline_mean_s	optimized_mean_s	aggregate_speedup_percent	paired_mean_speedup_percent	paired_median_speedup_percent	paired_95ci_low_percent	paired_95ci_high_percent
7	52.648	54.073	-2.637	-2.095	-0.081	-7.754	+3.564
