round	variant	phase	occurrence	elapsed_ms
6	baseline	Removed 2575500 items	1	11234
6	baseline	Compacted	1	4130
7	baseline	Bulk loaded 5000000 items	1	15771
7	baseline	Wrote 1000 individual items	1	48
7	baseline	Wrote 100 batches of 1000 items	1	1681
7	baseline	Wrote 50000 individual items	1	3670
7	baseline	len()	1	0
7	baseline	Random read 1000000 items	1	1928
7	baseline	Random read 1000000 items	2	1902
7	baseline	Random range read 500000 x 10 elements	1	1840
7	baseline	Random range read 500000 x 10 elements	2	1852
7	baseline	Random read (4 threads) 5151000 items	1	2277
7	baseline	Random read (8 threads) 5151000 items	1	1416
7	baseline	Random read (16 threads) 5151000 items	1	1312
7	baseline	Random read (32 threads) 5151000 items	1	1302
7	baseline	Removed 2575500 items	1	11011
7	baseline	Compacted	1	4086
7	optimized	Bulk loaded 5000000 items	1	15462
7	optimized	Wrote 1000 individual items	1	45
7	optimized	Wrote 100 batches of 1000 items	1	1657
7	optimized	Wrote 50000 individual items	1	3536
7	optimized	len()	1	0
7	optimized	Random read 1000000 items	1	1829
7	optimized	Random read 1000000 items	2	1848
7	optimized	Random range read 500000 x 10 elements	1	1784
7	optimized	Random range read 500000 x 10 elements	2	1786
7	optimized	Random read (4 threads) 5151000 items	1	2139
7	optimized	Random read (8 threads) 5151000 items	1	1249
7	optimized	Random read (16 threads) 5151000 items	1	1267
7	optimized	Random read (32 threads) 5151000 items	1	1246
7	optimized	Removed 2575500 items	1	10838
7	optimized	Compacted	1	3948
