rounds	baseline_mean_s	optimized_mean_s	aggregate_speedup_percent	paired_mean_speedup_percent	paired_median_speedup_percent	paired_95ci_low_percent	paired_95ci_high_percent
7	51.490	51.654	-0.317	-0.309	-0.374	-1.520	+0.902
