rounds	baseline_mean_s	optimized_mean_s	aggregate_speedup_percent	paired_mean_speedup_percent	paired_median_speedup_percent	paired_95ci_low_percent	paired_95ci_high_percent
7	51.672	52.095	-0.811	-0.791	-1.213	-2.235	+0.654
